appointment_id,warehouse_id,carrier_name,client_id,date,scheduled_time,actual_arrival_time,dwell_time_minutes,status,dock_number
DCK-200083,WH-AUH-01,RedSea Transit,CLT-101,2025-10-02,2025-10-02 13:00:00,2025-10-02 13:00:00,49,Completed,7
DCK-200084,WH-AUH-01,ExpressAir Logistics,CLT-106,2025-10-02,2025-10-02 14:00:00,2025-10-02 14:00:00,28,Completed,8
DCK-200085,WH-AUH-01,Emirates Freight,CLT-101,2025-10-02,2025-10-02 15:00:00,2025-10-02 15:04:00,35,Completed,1
DCK-200086,WH-AUH-01,Falcon Courier,CLT-110,2025-10-02,2025-10-02 16:00:00,2025-10-02 16:07:00,38,Completed,2
DCK-200087,WH-AUH-01,ExpressAir Logistics,CLT-108,2025-10-02,2025-10-02 17:00:00,2025-10-02 17:00:00,39,Completed,3
DCK-200088,WH-AUH-01,RedSea Transit,CLT-101,2025-10-02,2025-10-02 18:00:00,2025-10-02 18:05:00,36,Completed,4
DCK-200089,WH-AUH-01,ExpressAir Logistics,CLT-101,2025-10-02,2025-10-02 07:00:00,2025-10-02 07:00:00,20,Completed,5
DCK-200090,WH-SHJ-01,Gulf Overland Express,CLT-102,2025-10-02,2025-10-02 07:00:00,2025-10-02 07:04:00,33,Completed,1
DCK-200091,WH-SHJ-01,Falcon Courier,CLT-106,2025-10-02,2025-10-02 08:00:00,2025-10-02 08:13:00,37,Completed,2
DCK-200092,WH-SHJ-01,Emirates Freight,CLT-108,2025-10-02,2025-10-02 09:00:00,2025-10-02 09:00:00,35,Completed,3
DCK-200093,WH-SHJ-01,RedSea Transit,CLT-102,2025-10-02,2025-10-02 10:00:00,2025-10-02 10:05:00,39,Completed,4
DCK-200094,WH-SHJ-01,Falcon Courier,CLT-109,2025-10-02,2025-10-02 11:00:00,2025-10-02 11:00:00,48,Completed,1
DCK-200095,WH-SHJ-01,Emirates Freight,CLT-106,2025-10-02,2025-10-02 12:00:00,2025-10-02 12:29:00,23,Completed,2
DCK-200096,WH-DWC-01,Emirates Freight,CLT-107,2025-10-02,2025-10-02 07:00:00,2025-10-02 07:22:00,50,Completed,1
DCK-200097,WH-DWC-01,RedSea Transit,CLT-106,2025-10-02,2025-10-02 08:00:00,2025-10-02 08:16:00,47,Completed,2
DCK-200098,WH-DWC-01,Gulf Overland Express,CLT-105,2025-10-02,2025-10-02 09:00:00,2025-10-02 09:15:00,33,Completed,3
DCK-200099,WH-DWC-01,RedSea Transit,CLT-107,2025-10-02,2025-10-02 10:00:00,2025-10-02 10:12:00,43,Completed,4
DCK-200100,WH-DWC-01,RedSea Transit,CLT-107,2025-10-02,2025-10-02 11:00:00,2025-10-02 11:25:00,18,Completed,5
DCK-200101,WH-DWC-01,ExpressAir Logistics,CLT-105,2025-10-02,2025-10-02 12:00:00,2025-10-02 12:16:00,36,Completed,6
DCK-200102,WH-DWC-01,Falcon Courier,CLT-101,2025-10-02,2025-10-02 13:00:00,2025-10-02 13:25:00,39,Completed,7
DCK-200103,WH-DWC-01,ExpressAir Logistics,CLT-104,2025-10-02,2025-10-02 14:00:00,2025-10-02 14:02:00,31,Completed,8
DCK-200104,WH-DWC-01,Falcon Courier,CLT-109,2025-10-02,2025-10-02 15:00:00,2025-10-02 15:00:00,38,Completed,9
DCK-200105,WH-DWC-01,Emirates Freight,CLT-109,2025-10-02,2025-10-02 16:00:00,2025-10-02 16:28:00,39,Completed,10
DCK-200106,WH-DWC-01,Emirates Freight,CLT-101,2025-10-02,2025-10-02 17:00:00,2025-10-02 17:19:00,42,Completed,1
DCK-200107,WH-DWC-01,Falcon Courier,CLT-107,2025-10-02,2025-10-02 18:00:00,2025-10-02 18:00:00,32,Completed,2
DCK-200108,WH-DWC-01,RedSea Transit,CLT-108,2025-10-02,2025-10-02 07:00:00,2025-10-02 07:10:00,34,Completed,3
DCK-200109,WH-DWC-01,ExpressAir Logistics,CLT-107,2025-10-02,2025-10-02 08:00:00,2025-10-02 08:15:00,23,Completed,4
DCK-200110,WH-DWC-01,ExpressAir Logistics,CLT-106,2025-10-02,2025-10-02 09:00:00,2025-10-02 09:25:00,56,Completed,5
DCK-200111,WH-DWC-01,Gulf Overland Express,CLT-108,2025-10-02,2025-10-02 10:00:00,2025-10-02 10:33:00,32,Completed,6
DCK-200112,WH-DWC-01,Emirates Freight,CLT-108,2025-10-02,2025-10-02 11:00:00,2025-10-02 11:02:00,37,Completed,7
DCK-200113,WH-DWC-01,Falcon Courier,CLT-109,2025-10-02,2025-10-02 12:00:00,2025-10-02 12:04:00,37,Completed,8
DCK-200114,WH-DWC-01,Emirates Freight,CLT-110,2025-10-02,2025-10-02 13:00:00,2025-10-02 13:00:00,37,Completed,9
DCK-200115,WH-DWC-01,Falcon Courier,CLT-107,2025-10-02,2025-10-02 14:00:00,2025-10-02 14:30:00,45,Completed,10
DCK-200116,WH-DXB-01,Emirates Freight,CLT-101,2025-10-03,2025-10-03 07:00:00,2025-10-03 07:00:00,28,Completed,1
DCK-200117,WH-DXB-01,RedSea Transit,CLT-107,2025-10-03,2025-10-03 08:00:00,2025-10-03 08:00:00,19,Completed,2
DCK-200118,WH-DXB-01,ExpressAir Logistics,CLT-110,2025-10-03,2025-10-03 09:00:00,2025-10-03 09:05:00,36,Completed,3
DCK-200119,WH-DXB-01,Gulf Overland Express,CLT-108,2025-10-03,2025-10-03 10:00:00,2025-10-03 10:00:00,37,Completed,4
DCK-200120,WH-DXB-01,ExpressAir Logistics,CLT-106,2025-10-03,2025-10-03 11:00:00,2025-10-03 11:04:00,28,Completed,5
DCK-200121,WH-DXB-01,Emirates Freight,CLT-107,2025-10-03,2025-10-03 12:00:00,2025-10-03 12:02:00,11,Completed,6
DCK-200122,WH-DXB-01,ExpressAir Logistics,CLT-110,2025-10-03,2025-10-03 13:00:00,2025-10-03 13:05:00,40,Completed,7
DCK-200123,WH-DXB-01,ExpressAir Logistics,CLT-108,2025-10-03,2025-10-03 14:00:00,2025-10-03 14:00:00,27,Completed,8
DCK-200124,WH-DXB-01,Emirates Freight,CLT-108,2025-10-03,2025-10-03 15:00:00,2025-10-03 15:00:00,44,Completed,9
DCK-200125,WH-DXB-01,ExpressAir Logistics,CLT-102,2025-10-03,2025-10-03 16:00:00,2025-10-03 16:07:00,27,Completed,10
DCK-200126,WH-AUH-01,Falcon Courier,CLT-110,2025-10-03,2025-10-03 07:00:00,2025-10-03 07:06:00,22,Completed,1
DCK-200127,WH-AUH-01,Emirates Freight,CLT-107,2025-10-03,2025-10-03 08:00:00,2025-10-03 08:00:00,10,Completed,2
DCK-200128,WH-AUH-01,RedSea Transit,CLT-105,2025-10-03,2025-10-03 09:00:00,2025-10-03 09:00:00,44,Completed,3
DCK-200129,WH-AUH-01,RedSea Transit,CLT-107,2025-10-03,2025-10-03 10:00:00,2025-10-03 10:00:00,23,Completed,4
DCK-200130,WH-AUH-01,RedSea Transit,CLT-102,2025-10-03,2025-10-03 11:00:00,2025-10-03 11:01:00,19,Completed,5
DCK-200131,WH-SHJ-01,Falcon Courier,CLT-105,2025-10-03,2025-10-03 07:00:00,2025-10-03 07:22:00,22,Completed,1
DCK-200132,WH-SHJ-01,Emirates Freight,CLT-103,2025-10-03,2025-10-03 08:00:00,2025-10-03 08:05:00,42,Completed,2
DCK-200133,WH-SHJ-01,Falcon Courier,CLT-108,2025-10-03,2025-10-03 09:00:00,2025-10-03 09:00:00,38,Completed,3
DCK-200134,WH-SHJ-01,Gulf Overland Express,CLT-110,2025-10-03,2025-10-03 10:00:00,2025-10-03 10:09:00,27,Completed,4
DCK-200135,WH-DWC-01,Gulf Overland Express,CLT-110,2025-10-03,2025-10-03 07:00:00,2025-10-03 07:17:00,25,Completed,1
DCK-200136,WH-DWC-01,RedSea Transit,CLT-110,2025-10-03,2025-10-03 08:00:00,2025-10-03 08:04:00,44,Completed,2
DCK-200137,WH-DWC-01,RedSea Transit,CLT-106,2025-10-03,2025-10-03 09:00:00,2025-10-03 09:00:00,38,Completed,3
DCK-200138,WH-DWC-01,Falcon Courier,CLT-108,2025-10-03,2025-10-03 10:00:00,2025-10-03 10:00:00,33,Completed,4
DCK-200139,WH-DWC-01,Gulf Overland Express,CLT-104,2025-10-03,2025-10-03 11:00:00,2025-10-03 11:02:00,30,Completed,5
DCK-200140,WH-DWC-01,Emirates Freight,CLT-105,2025-10-03,2025-10-03 12:00:00,2025-10-03 12:04:00,32,Completed,6
DCK-200141,WH-DWC-01,RedSea Transit,CLT-103,2025-10-03,2025-10-03 13:00:00,2025-10-03 13:24:00,32,Completed,7
DCK-200142,WH-DWC-01,Falcon Courier,CLT-106,2025-10-03,2025-10-03 14:00:00,2025-10-03 14:06:00,45,Completed,8
DCK-200143,WH-DWC-01,Emirates Freight,CLT-109,2025-10-03,2025-10-03 15:00:00,2025-10-03 15:12:00,39,Completed,9
DCK-200144,WH-DXB-01,RedSea Transit,CLT-103,2025-10-04,2025-10-04 07:00:00,2025-10-04 07:15:00,39,Completed,1
DCK-200145,WH-DXB-01,RedSea Transit,CLT-103,2025-10-04,2025-10-04 08:00:00,2025-10-04 08:26:00,31,Completed,2
DCK-200146,WH-DXB-01,Emirates Freight,CLT-105,2025-10-04,2025-10-04 09:00:00,2025-10-04 09:04:00,43,Completed,3
DCK-200147,WH-DXB-01,Falcon Courier,CLT-106,2025-10-04,2025-10-04 10:00:00,2025-10-04 10:00:00,37,Completed,4
DCK-200148,WH-DXB-01,RedSea Transit,CLT-102,2025-10-04,2025-10-04 11:00:00,2025-10-04 11:00:00,39,Completed,5
DCK-200149,WH-DXB-01,Gulf Overland Express,CLT-109,2025-10-04,2025-10-04 12:00:00,2025-10-04 12:00:00,23,Completed,6
DCK-200150,WH-DXB-01,ExpressAir Logistics,CLT-105,2025-10-04,2025-10-04 13:00:00,2025-10-04 13:00:00,35,Completed,7
DCK-200151,WH-DXB-01,ExpressAir Logistics,CLT-104,2025-10-04,2025-10-04 14:00:00,2025-10-04 14:00:00,23,Completed,8
DCK-200152,WH-DXB-01,RedSea Transit,CLT-106,2025-10-04,2025-10-04 15:00:00,2025-10-04 15:07:00,25,Completed,9
DCK-200153,WH-AUH-01,Falcon Courier,CLT-101,2025-10-04,2025-10-04 07:00:00,2025-10-04 07:20:00,43,Completed,1
DCK-200154,WH-AUH-01,RedSea Transit,CLT-103,2025-10-04,2025-10-04 08:00:00,2025-10-04 08:02:00,40,Completed,2
DCK-200155,WH-AUH-01,Emirates Freight,CLT-110,2025-10-04,2025-10-04 09:00:00,2025-10-04 09:00:00,41,Completed,3
DCK-200156,WH-AUH-01,Gulf Overland Express,CLT-108,2025-10-04,2025-10-04 10:00:00,2025-10-04 10:00:00,34,Completed,4
DCK-200157,WH-AUH-01,Falcon Courier,CLT-103,2025-10-04,2025-10-04 11:00:00,2025-10-04 11:00:00,42,Completed,5
DCK-200158,WH-AUH-01,Emirates Freight,CLT-106,2025-10-04,2025-10-04 12:00:00,2025-10-04 12:11:00,47,Completed,6
DCK-200159,WH-SHJ-01,ExpressAir Logistics,CLT-110,2025-10-04,2025-10-04 07:00:00,2025-10-04 07:00:00,45,Completed,1
DCK-200160,WH-SHJ-01,Falcon Courier,CLT-101,2025-10-04,2025-10-04 08:00:00,2025-10-04 08:00:00,30,Completed,2
DCK-200161,WH-DWC-01,ExpressAir Logistics,CLT-103,2025-10-04,2025-10-04 07:00:00,2025-10-04 07:03:00,35,Completed,1
DCK-200162,WH-DWC-01,Gulf Overland Express,CLT-104,2025-10-04,2025-10-04 08:00:00,2025-10-04 08:30:00,18,Completed,2
DCK-200163,WH-DWC-01,Falcon Courier,CLT-106,2025-10-04,2025-10-04 09:00:00,2025-10-04 09:04:00,24,Completed,3
DCK-200164,WH-DWC-01,Gulf Overland Express,CLT-101,2025-10-04,2025-10-04 10:00:00,2025-10-04 10:07:00,44,Completed,4
DCK-200165,WH-DWC-01,ExpressAir Logistics,CLT-103,2025-10-04,2025-10-04 11:00:00,2025-10-04 11:00:00,47,Completed,5
DCK-200166,WH-DWC-01,ExpressAir Logistics,CLT-108,2025-10-04,2025-10-04 12:00:00,2025-10-04 12:00:00,32,Completed,6
DCK-200167,WH-DWC-01,Gulf Overland Express,CLT-104,2025-10-04,2025-10-04 13:00:00,2025-10-04 13:21:00,32,Completed,7
DCK-200168,WH-DWC-01,ExpressAir Logistics,CLT-101,2025-10-04,2025-10-04 14:00:00,2025-10-04 14:08:00,31,Completed,8
DCK-200169,WH-DXB-01,ExpressAir Logistics,CLT-105,2025-10-05,2025-10-05 07:00:00,2025-10-05 07:00:00,30,Completed,1
DCK-200170,WH-DXB-01,Emirates Freight,CLT-105,2025-10-05,2025-10-05 08:00:00,2025-10-05 08:07:00,39,Completed,2
DCK-200171,WH-DXB-01,RedSea Transit,CLT-105,2025-10-05,2025-10-05 09:00:00,2025-10-05 09:10:00,44,Completed,3
DCK-200172,WH-DXB-01,Emirates Freight,CLT-110,2025-10-05,2025-10-05 10:00:00,2025-10-05 10:13:00,26,Completed,4
DCK-200173,WH-DXB-01,Gulf Overland Express,CLT-106,2025-10-05,2025-10-05 11:00:00,2025-10-05 11:06:00,39,Completed,5
DCK-200174,WH-DXB-01,Gulf Overland Express,CLT-108,2025-10-05,2025-10-05 12:00:00,2025-10-05 12:06:00,40,Completed,6
DCK-200175,WH-DXB-01,Falcon Courier,CLT-103,2025-10-05,2025-10-05 13:00:00,2025-10-05 13:25:00,24,Completed,7
DCK-200176,WH-DXB-01,Falcon Courier,CLT-110,2025-10-05,2025-10-05 14:00:00,2025-10-05 14:00:00,26,Completed,8
DCK-200177,WH-DXB-01,Emirates Freight,CLT-103,2025-10-05,2025-10-05 15:00:00,2025-10-05 15:00:00,32,Completed,9
DCK-200178,WH-DXB-01,Emirates Freight,CLT-110,2025-10-05,2025-10-05 16:00:00,2025-10-05 16:00:00,33,Completed,10
DCK-200179,WH-DXB-01,Emirates Freight,CLT-101,2025-10-05,2025-10-05 17:00:00,2025-10-05 17:00:00,19,Completed,11
DCK-200180,WH-DXB-01,Falcon Courier,CLT-102,2025-10-05,2025-10-05 18:00:00,2025-10-05 18:08:00,36,Completed,12
DCK-200181,WH-DXB-01,RedSea Transit,CLT-109,2025-10-05,2025-10-05 07:00:00,2025-10-05 07:00:00,26,Completed,1
DCK-200182,WH-DXB-01,RedSea Transit,CLT-108,2025-10-05,2025-10-05 08:00:00,2025-10-05 08:00:00,32,Completed,2
DCK-200183,WH-DXB-01,Falcon Courier,CLT-109,2025-10-05,2025-10-05 09:00:00,2025-10-05 09:12:00,28,Completed,3
DCK-200184,WH-DXB-01,ExpressAir Logistics,CLT-107,2025-10-05,2025-10-05 10:00:00,2025-10-05 10:00:00,42,Completed,4
DCK-200185,WH-DXB-01,ExpressAir Logistics,CLT-108,2025-10-05,2025-10-05 11:00:00,2025-10-05 11:00:00,38,Completed,5
DCK-200186,WH-DXB-01,ExpressAir Logistics,CLT-106,2025-10-05,2025-10-05 12:00:00,2025-10-05 12:00:00,35,Completed,6
DCK-200187,WH-DXB-01,RedSea Transit,CLT-109,2025-10-05,2025-10-05 13:00:00,2025-10-05 13:18:00,44,Completed,7
DCK-200188,WH-DXB-01,RedSea Transit,CLT-108,2025-10-05,2025-10-05 14:00:00,2025-10-05 14:00:00,40,Completed,8
DCK-200189,WH-DXB-01,Gulf Overland Express,CLT-101,2025-10-05,2025-10-05 15:00:00,2025-10-05 15:21:00,30,Completed,9
DCK-200190,WH-DXB-01,RedSea Transit,CLT-107,2025-10-05,2025-10-05 16:00:00,2025-10-05 16:03:00,34,Completed,10
DCK-200191,WH-DXB-01,Gulf Overland Express,CLT-105,2025-10-05,2025-10-05 17:00:00,2025-10-05 17:16:00,30,Completed,11
DCK-200192,WH-DXB-01,Emirates Freight,CLT-105,2025-10-05,2025-10-05 18:00:00,2025-10-05 18:03:00,35,Completed,12
